"행정구역","2022년06월_남_총인구수","2022년06월_남_연령구간인구수","2022년06월_남_0~9세","2022년06월_남_10~19세","2022년06월_남_20~29세","2022년06월_남_30~39세","2022년06월_남_40~49세","2022년06월_남_50~59세","2022년06월_남_60~69세","2022년06월_남_70~79세","2022년06월_남_80~89세","2022년06월_남_90~99세","2022년06월_남_100세 이상","2022년06월_여_총인구수","2022년06월_여_연령구간인구수","2022년06월_여_0~9세","2022년06월_여_10~19세","2022년06월_여_20~29세","2022년06월_여_30~39세","2022년06월_여_40~49세","2022년06월_여_50~59세","2022년06월_여_60~69세","2022년06월_여_70~79세","2022년06월_여_80~89세","2022년06월_여_90~99세","2022년06월_여_100세 이상"
"전라남도 보성군 득량면예당출장소(4678038500)","588","588","26","33","53","41","70","93","132","95","44","1","0","629","629","12","34","31","35","52","110","126","108","101","20","0"
"전라남도 보성군 회천면(4678039000)","1,482","1,482","37","70","110","79","134","289","378","229","138","18","0","1,503","1,503","38","68","65","55","94","264","308","300","258","53","0"
"전라남도 보성군 웅치면(4678040000)","519","519","11","19","37","33","39","92","121","86","68","13","0","544","544","11","9","28","19","28","67","110","118","125","28","1"
"전라남도 화순군 (4679000000)","30,839","30,839","1,557","2,840","3,572","2,353","3,958","6,197","5,534","3,086","1,574","167","1","31,563","31,563","1,533","2,562","3,076","2,224","3,818","5,243","4,856","4,065","3,584","577","25"
"전라남도 화순군 화순읍(4679025000)","19,482","19,482","1,300","2,362","2,766","1,742","2,872","3,809","2,582","1,378","614","56","1","20,270","20,270","1,277","2,127","2,467","1,754","3,119","3,583","2,588","1,892","1,244","203","16"
"전라남도 화순군 한천면(4679031000)","468","468","6","19","35","23","62","98","107","83","35","0","0","436","436","10","12","22","17","31","70","83","97","85","8","1"
"전라남도 화순군 한천면영외출장소(4679031500)","198","198","2","9","6","7","22","42","50","39","20","1","0","218","218","6","5","3","4","17","25","45","60","46","7","0"
"전라남도 화순군 춘양면(4679032000)","908","908","16","33","59","41","80","182","244","144","94","15","0","860","860","11","29","46","35","43","114","164","168","218","32","0"
"전라남도 화순군 청풍면(4679033000)","507","507","8","9","25","19","45","117","139","80","57","8","0","525","525","11","15","18","17","13","73","90","104","161","23","0"
"전라남도 화순군 이양면(4679034000)","852","852","16","21","53","44","71","183","227","151","77","9","0","905","905","16","20","41","30","52","108","179","181","232","45","1"
"전라남도 화순군 능주면(4679035000)","1,518","1,518","50","104","138","104","178","276","376","187","97","8","0","1,558","1,558","56","116","96","77","135","218","328","270","222","39","1"
"전라남도 화순군 도곡면(4679036000)","1,405","1,405","32","66","108","87","153","304","349","202","87","17","0","1,411","1,411","40","47","86","63","105","225","305","221","269","48","2"
"전라남도 화순군 도암면(4679037000)","730","730","14","32","40","30","54","159","189","110","96","6","0","688","688","15","32","29","16","40","92","130","155","152","26","1"
"전라남도 화순군 이서면(4679038000)","489","489","6","16","37","22","40","108","130","79","45","6","0","458","458","10","15","20","25","23","79","93","90","91","12","0"
"전라남도 화순군 백아면(4679039500)","788","788","19","29","47","41","62","164","225","122","71","8","0","776","776","11","32","26","34","28","103","168","171","172","31","0"
"전라남도 화순군 동복면(4679040000)","761","761","13","27","59","35","64","164","203","118","70","8","0","835","835","13","27","49","22","47","130","142","187","184","34","0"
"전라남도 화순군 사평면(4679041500)","1,069","1,069","30","31","71","61","97","230","282","158","98","11","0","1,025","1,025","16","23","60","46","47","149","225","202","219","37","1"
"전라남도 화순군 동면(4679042000)","1,664","1,664","45","82","128","97","158","361","431","235","113","14","0","1,598","1,598","41","62","113","84","118","274","316","267","289","32","2"
"전라남도 장흥군 (4680000000)","17,620","17,620","852","1,339","1,565","1,283","2,094","3,378","3,366","2,344","1,260","136","3","18,527","18,527","867","1,199","1,199","1,141","1,674","2,739","3,402","2,919","2,825","550","12"
"전라남도 장흥군 장흥읍(4680025000)","7,211","7,211","562","769","835","683","1,010","1,317","1,047","669","292","27","0","7,548","7,548","580","718","661","685","1,003","1,160","1,152","809","640","137","3"
"전라남도 장흥군 관산읍(4680025300)","2,316","2,316","73","156","166","135","233","420","521","381","205","25","1","2,461","2,461","58","117","116","115","172","347","507","489","457","80","3"
"전라남도 장흥군 대덕읍(4680025600)","1,563","1,563","35","99","109","84","183","331","329","244","133","16","0","1,686","1,686","68","91","90","73","102","242","349","297","318","56","0"
"전라남도 장흥군 용산면(4680031000)","1,108","1,108","38","53","74","72","125","190","271","179","97","9","0","1,173","1,173","31","48","49","55","67","142","254","220","251","55","1"
"전라남도 장흥군 안양면(4680032000)","1,340","1,340","44","67","89","99","135","261","309","207","115","14","0","1,413","1,413","27","48","80","61","96","207","293","267","255","75","4"
"전라남도 장흥군 장동면(4680033000)","588","588","14","23","34","38","52","123","139","90","68","6","1","618","618","21","21","26","25","29","77","126","106","159","28","0"
"전라남도 장흥군 장평면(4680034000)","979","979","17","38","72","48","96","211","215","161","109","12","0","1,062","1,062","21","46","54","35","42","160","189","211","269","34","1"
"전라남도 장흥군 유치면(4680035000)","503","503","3","13","31","21","48","136","131","78","36","6","0","502","502","8","7","25","14","29","98","118","94","95","14","0"
